PubChem_CID,Compound Name,Severity Class,DILIConcern,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,NCTR,vNCTR,Greene,Sakatis,Xu,Zhu,cluster
5488548,alvimopan,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](CC3=CC=CC=C3)C(=O)NCC(=O)O,0,0,-1,-1,-1,-1,308
2131,ambenonium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,0,0,-1,-1,-1,-1,309
2141,amifostine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(CN)CNCCSP(=O)(O)O,0,0,-1,-1,-1,-1,19
37768,amikacin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,0,0,-1,-1,-1,-1,310
564,aminocaproic acid,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,Negative,C(CCC(=O)O)CCN,0,0,0,-1,0,0,19
2148,aminohippurate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=CC(=CC=C1C(=O)NCC(=O)O)N,0,0,-1,-1,-1,-1,19
9433,aminophylline,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,0,0,-1,-1,-1,-1,19
25517,ammonium chloride,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,[NH4+].[Cl-],0,0,0,-1,0,-1,19
6005,apomorphine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1CCC2=CC=CC3=C2[C@H]1CC4=C3C(=C(C=C4)O)O,0,0,-1,-1,-1,-1,311
152951,argatroban,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C,0,0,-1,-1,-1,-1,312
8230,Argipressin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,0,0,-1,-1,-1,-1,313
47319,atracurium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,0,0,-1,-1,-1,-1,314
174174,atropine,0,No-DILI-Concern,vNo-DILI-Concern,HH,non-hepatotixic,Positive,.,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0,0,2,0,1,-1,315
439542,bacitracin,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CCC(C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H](C(C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C2CN=C(S2)[C@H](C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,0,0,0,-1,0,-1,316
65628,bendamustine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,0,0,-1,-1,-1,-1,19
2341,benzphetamine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,0,0,-1,-1,-1,-1,19
6832,benztropine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1[C@@H]2CC[C@@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,0,0,-1,-1,-1,-1,315
119212,benzylpenicilloyl polylysine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC1(C(NC(S1)C(C(=O)NCCCCCC(=O)O)NC(=O)CC2=CC=CC=C2)C(=O)O)C,0,0,-1,-1,-1,-1,317
247,betaine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C[N+](C)(C)CC(=O)[O-],0,0,0,-1,0,-1,19
2370,bethanechol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C[N+](C)(C)C)OC(=O)N,0,0,-1,-1,-1,-1,19
2381,biperiden,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,0,0,-1,-1,-1,-1,318
2391,bisacodyl,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,0,0,-1,-1,-1,-1,319
16129704,bivalirudin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)N,0,0,-1,-1,-1,-1,320
6834,brompheniramine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,Negative,.,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,0,0,-1,-1,0,-1,19
63006,budesonide,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,Negative,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,0,0,-1,0,-1,0,321
5361092,butorphanol,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,Postive,C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,0,0,-1,0,-1,1,322
54746,cabergoline,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,0,0,-1,-1,-1,-1,323
2519,caffeine,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,.,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0,0,0,0,0,-1,19
134070,calcitriol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](C[C@@H](C3=C)O)O)C,0,0,-1,-1,-1,-1,324
6116,calcium acetate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)[O-].CC(=O)[O-].[Ca+2],0,0,-1,-1,-1,-1,19
2564,carbinoxamine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0,0,-1,-1,-1,-1,19
5284525,carboprost tromethamine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCC[C@@](C)(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O,0,0,-1,-1,-1,-1,325
2576,carisoprodol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,0,0,-1,-1,-1,-1,19
298,chloramphenicol,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],0,0,2,-1,1,-1,326
2725,chlorpheniramine,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0,0,2,-1,1,-1,19
156419,cinacalcet,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,0,0,-1,-1,-1,-1,327
62886,cisatracurium besylate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],0,0,-1,-1,-1,0,314
26987,clemastine,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,.,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C,0,0,0,0,0,-1,328
153994,clevidipine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,0,0,-1,-1,-1,-1,187
5284371,codeine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,0,0,-1,-1,-1,-1,329
216258,colistimethate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)O.[Na+].[Na+].[Na+].[Na+].[Na+],0,0,-1,-1,-1,-1,330
151171,conivaptan,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,0,0,-1,-1,-1,-1,331
16132344,corticorelin ovine triflutate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCCN5C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)N,0,0,-1,-1,-1,-1,332
16132357,corticotropin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCCN5C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)N,0,0,-1,-1,-1,-1,332
5745,cortisone acetate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,0,0,-1,-1,-1,-1,333
16129617,cosyntropin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)[C@@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC8=CNC=N8)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C(CO)N,0,0,-1,-1,-1,-1,334
24014,cupric chloride,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,Cl[Cu]Cl,0,0,-1,-1,-1,-1,19
5462245,cyanocobalamin,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,.,.,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3C(C([C@@H](O3)CO)OP(=O)(O)OC(C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],0,0,0,-1,-1,-1,335
444031,darifenacin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,0,0,-1,-1,-1,0,336
30323,daunorubicin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O,0,0,-1,-1,-1,-1,225
16960,dexbrompheniramine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,.,.,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,0,0,0,-1,-1,-1,19
33036,dexchlorpheniramine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0,0,-1,-1,-1,-1,19
4678,dexpanthenol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,CC(C)(CO)C(C(=O)NCCCO)O,0,0,-1,-1,-1,0,337
5826,dextroamphetamine,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,C[C@@H](CC1=CC=CC=C1)N,0,0,2,-1,1,-1,19
5360696,dextromethorphan,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC,0,0,0,-1,0,-1,338
5793,dextrose,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,0,0,-1,-1,-1,-1,19
2140,diatrizoate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,0,0,-1,-1,-1,-1,19
3038,dichlorphenamide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0,0,-1,-1,-1,0,19
3042,dicyclomine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,0,0,-1,-1,-1,-1,339
7029,diethylpropion,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCN(CC)C(C)C(=O)C1=CC=CC=C1,0,0,-1,-1,-1,-1,19
30322,digoxin,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,.,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,0,0,0,0,0,-1,340
10531,dihydroergotamine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,0,0,-1,-1,-1,0,341
441281,dimenhydrinate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1C(=C2C(=NC(=N2)Cl)N(C1=O)C)[O-].C[NH+](C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,0,0,-1,-1,-1,-1,342
3080,dimercaprol,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,C(C(CS)S)O,0,0,2,-1,1,-1,19
3100,diphenhydramine,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,.,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,0,0,-1,19
13505,diphenoxylate,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,0,0,0,-1,0,-1,343
36811,dobutamine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,0,0,0,-1,0,-1,19
71329,dofetilide,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,0,0,-1,0,-1,-1,344
681,dopamine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1=CC(=C(C=C1CCN)O)O,0,0,0,-1,0,-1,19
3156,doxapram,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,0,0,-1,-1,-1,-1,345
3162,doxylamine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,0,0,-1,-1,-1,-1,346
3168,droperidol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,0,0,-1,-1,-1,0,347
152945,dutasteride,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@]12CCC3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,0,0,-1,-1,-1,-1,300
3182,dyphylline,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,0,0,-1,-1,-1,-1,19
44152182,ecallantide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N3)CC(=O)O)CC(=O)O)C)CCCCN)CC6=CC=CC=C6)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H](CCSC)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)N)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)O)CCSC)CCCCN)CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC2=O)CCC(=O)O)CC(=O)N)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CC9=CC=CC=C9)CCC(=O)O)CO)CC(C)C)CCC(=O)O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC1=CC=CC=C1)CCC(=O)O)CCC(=O)O)CCC(=O)N)CCCNC(=N)N)[C@H](C)O)CC1=CC=CC=C1)[C@@H](C)CC)CC(=O)N)CC1=CC=CC=C1)CC1=CC=CC=C1)CC1=CNC2=CC=CC=C21)CCCNC(=N)N)CC1=CN=CN1)C)C)CCCNC(=N)N)CC1=CC=C(C=C1)O,0,0,-1,-1,-1,-1,348
3202,edrophonium,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,Negative,CC[N+](C)(C)C1=CC(=CC=C1)O,0,0,0,-1,0,0,19
9294,ephedrine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,0,0,-1,-1,-1,-1,19
5816,epinephrine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,0,0,-1,-1,-1,-1,19
127893,epoetin alfa,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=CC=C(C=C1)CC(CC(=O)CNC(=O)C2=CC=CC=C2)C(=O)O,0,0,-1,-1,-1,-1,349
123610,eptifibatide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,0,0,-1,-1,-1,-1,350
5280793,ergocalciferol,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,0,0,0,-1,0,-1,324
59768,esmolol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,0,0,-1,-1,-1,-1,189
3261,estazolam,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,0,0,-1,-1,-1,-1,185
6433328,ethanolamine oleate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCCCCC/C=C/CCCCCCCC(=O)O.C(CO)N,0,0,-1,-1,-1,-1,19
3305,etidronic acid,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CC(O)(P(=O)(O)O)P(=O)(O)O,0,0,-1,0,-1,-1,19
36339,etomidate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,0,0,-1,-1,-1,-1,351
9552071,exametazime,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@@H](NCC(CN[C@@H](/C(=N/O)/C)C)(C)C)/C(=N/O)/C,0,0,-1,-1,-1,-1,19
